Name,Team,Position,Date,Notes
LaMarcus Aldridge,Brooklyn Nets,F,12/04/2012,surgery on right hip to repair torn labrum (out for season) (date approximate)
LaMarcus Aldridge,Brooklyn Nets,F,13/04/2012,right hip injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,15/04/2012,right hip injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,16/04/2012,right hip injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,18/04/2012,right hip injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,21/04/2012,right hip injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,23/04/2012,right hip injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,26/04/2012,right hip injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,10/05/2012,arthroscopic surgery on right hip to repair torn labrum (out indefinitely)
LaMarcus Aldridge,Brooklyn Nets,F,25/11/2012,sore back (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,20/12/2012,sore left ankle (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,29/03/2013,placed on IL with sprained right ankle
LaMarcus Aldridge,Brooklyn Nets,F,05/04/2013,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,14/04/2013,right ankle injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,16/04/2013,right ankle injury (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,19/02/2014,strained left groin (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,21/02/2014,strained left groin (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,23/02/2014,strained left groin (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,25/02/2014,strained left groin (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,26/02/2014,strained left groin (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,13/03/2014,bruised lower back (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,14/03/2014,bruised lower back (DNP)
LaMarcus Aldridge,Brooklyn Nets,F,16/03/2014,placed on IL with bruised lower back
LaMarcus Aldridge,Brooklyn Nets,F,27/03/2014,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,16/04/2014,placed on IL (out for season)
LaMarcus Aldridge,Brooklyn Nets,F,15/11/2014,placed on IL with upper respiratory infection
LaMarcus Aldridge,Brooklyn Nets,F,17/11/2014,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,22/12/2014,placed on IL with upper respiratory illness
LaMarcus Aldridge,Brooklyn Nets,F,23/12/2014,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,26/12/2014,placed on IL with upper respiratory infection
LaMarcus Aldridge,Brooklyn Nets,F,30/12/2014,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,21/01/2015,left thumb injury (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,24/01/2015,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,22/02/2015,sprained right thumb (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,25/02/2015,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,24/03/2015,left finger injury (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,25/03/2015,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,06/04/2015,sprained left thumb (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,08/04/2015,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,10/04/2015,sprained left foot (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,15/04/2015,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,18/05/2015,surgery on left thumb to repair torn ligament (out indefinitely)
LaMarcus Aldridge,Brooklyn Nets,F,21/11/2015,placed on IL with sprained left ankle
LaMarcus Aldridge,Brooklyn Nets,F,25/11/2015,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,06/01/2016,placed on IL for rest
LaMarcus Aldridge,Brooklyn Nets,F,08/01/2016,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,22/01/2016,placed on IL with back spasms
LaMarcus Aldridge,Brooklyn Nets,F,25/01/2016,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,05/03/2016,placed on IL with migraine headache
LaMarcus Aldridge,Brooklyn Nets,F,07/03/2016,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,26/03/2016,rest (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,28/03/2016,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,08/04/2016,rest (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,10/04/2016,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,13/04/2016,rest (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,17/04/2016,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,30/10/2016,placed on IL with knee injury / rest
LaMarcus Aldridge,Brooklyn Nets,F,01/11/2016,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,21/11/2016,rest (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,14/12/2016,placed on IL for rest
LaMarcus Aldridge,Brooklyn Nets,F,18/12/2016,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,10/01/2017,gastroenteritis (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,12/01/2017,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,02/02/2017,placed on IL with sore right knee
LaMarcus Aldridge,Brooklyn Nets,F,04/02/2017,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,08/03/2017,placed on IL for rest
LaMarcus Aldridge,Brooklyn Nets,F,09/03/2017,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,11/03/2017,placed on IL with heart arrhythmia
LaMarcus Aldridge,Brooklyn Nets,F,15/03/2017,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,02/04/2017,sprained left/right thumb (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,04/04/2017,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,07/04/2017,rest (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,08/04/2017,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,03/12/2017,rest (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,04/12/2017,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,05/01/2018,rest (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,07/01/2018,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,24/01/2018,rest (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,26/01/2018,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,11/02/2018,sore right knee (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,12/02/2018,placed on IL with sore right knee
LaMarcus Aldridge,Brooklyn Nets,F,23/02/2018,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,03/03/2018,placed on IL with sprained right ankle
LaMarcus Aldridge,Brooklyn Nets,F,05/03/2018,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,11/03/2018,sore right knee (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,12/03/2018,placed on IL with sore right knee
LaMarcus Aldridge,Brooklyn Nets,F,13/03/2018,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,30/11/2019,right thigh injury (DTD)
LaMarcus Aldridge,Brooklyn Nets,F,01/12/2019,placed on IL with right thigh injury
LaMarcus Aldridge,Brooklyn Nets,F,03/12/2019,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,06/12/2019,returned to lineup
LaMarcus Aldridge,Brooklyn Nets,F,27/01/2020,placed on IL with sprained right thumb
LaMarcus Aldridge,Brooklyn Nets,F,01/02/2020,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,26/02/2020,placed on IL with strained right shoulder
LaMarcus Aldridge,Brooklyn Nets,F,10/03/2020,activated from IL
LaMarcus Aldridge,Brooklyn Nets,F,08/06/2020,surgery on right shoulder (out for season)
Bruce Brown,Brooklyn Nets,SF,07/11/2018,placed on IL
Bruce Brown,Brooklyn Nets,SF,09/11/2018,activated from IL
Bruce Brown,Brooklyn Nets,SF,10/03/2019,placed on IL with sprained right ankle
Bruce Brown,Brooklyn Nets,SF,11/03/2019,activated from IL
Bruce Brown,Brooklyn Nets,SF,23/12/2019,placed on IL with calf injury
Bruce Brown,Brooklyn Nets,SF,26/12/2019,activated from IL
Bruce Brown,Brooklyn Nets,SF,22/01/2020,placed on IL with illness
Bruce Brown,Brooklyn Nets,SF,25/01/2020,activated from IL
Bruce Brown,Brooklyn Nets,SF,25/02/2020,sore left knee (DTD)
Bruce Brown,Brooklyn Nets,SF,04/03/2020,placed on IL with sore left knee
Bruce Brown,Brooklyn Nets,SF,06/03/2020,activated from IL
Bruce Brown,Brooklyn Nets,SF,11/03/2020,sprained right ankle (out for season)
Jevon Carter,Brooklyn Nets,PG,19/11/2018,thumb injury (DTD)
Jevon Carter,Brooklyn Nets,PG,20/11/2018,returned to lineup
Jevon Carter,Brooklyn Nets,PG,10/12/2018,sore right knee (DTD)
Jevon Carter,Brooklyn Nets,PG,15/12/2018,returned to lineup
Nicolas Claxton,Brooklyn Nets,PF,23/10/2019,placed on IL
Nicolas Claxton,Brooklyn Nets,PF,04/11/2019,activated from IL
Nicolas Claxton,Brooklyn Nets,PF,10/12/2019,left hamstring injury (DTD)
Nicolas Claxton,Brooklyn Nets,PF,11/12/2019,placed on IL with left hamstring injury
Nicolas Claxton,Brooklyn Nets,PF,06/01/2020,activated from IL
Nicolas Claxton,Brooklyn Nets,PF,23/01/2020,placed on IL with left shoulder injury
Nicolas Claxton,Brooklyn Nets,PF,25/01/2020,activated from IL
Nicolas Claxton,Brooklyn Nets,PF,05/02/2020,placed on IL with sore left shoulder
Nicolas Claxton,Brooklyn Nets,PF,08/02/2020,activated from IL
Nicolas Claxton,Brooklyn Nets,PF,24/06/2020,surgery on shoulder (out for season)
Nicolas Claxton,Brooklyn Nets,PF,31/07/2020,placed on IL recovering from surgery on shoulder (out for season)
Sekou Doumbouya,Brooklyn Nets,SF,22/10/2019,concussion (DTD)
Sekou Doumbouya,Brooklyn Nets,SF,23/10/2019,placed on IL
Sekou Doumbouya,Brooklyn Nets,SF,23/11/2019,activated from IL
Sekou Doumbouya,Brooklyn Nets,SF,25/11/2019,placed on IL
Sekou Doumbouya,Brooklyn Nets,SF,01/12/2019,activated from IL
Sekou Doumbouya,Brooklyn Nets,SF,06/12/2019,placed on IL
Sekou Doumbouya,Brooklyn Nets,SF,20/12/2019,activated from IL
Sekou Doumbouya,Brooklyn Nets,SF,26/12/2019,placed on IL with illness
Sekou Doumbouya,Brooklyn Nets,SF,30/12/2019,activated from IL
Kevin Durant,Brooklyn Nets,PF,19/11/2010,placed on IL with sprained left ankle
Kevin Durant,Brooklyn Nets,PF,22/11/2010,activated from IL
Kevin Durant,Brooklyn Nets,PF,01/12/2010,placed on IL with sprained left knee
Kevin Durant,Brooklyn Nets,PF,05/12/2010,activated from IL
Kevin Durant,Brooklyn Nets,PF,17/04/2013,placed on IL
Kevin Durant,Brooklyn Nets,PF,24/01/2014,sore shoulder (DNP)
Kevin Durant,Brooklyn Nets,PF,13/10/2014,fractured right toe (out indefinitely)
Kevin Durant,Brooklyn Nets,PF,16/10/2014,surgery on right toe to repair fracture (out indefinitely)
Kevin Durant,Brooklyn Nets,PF,29/10/2014,placed on IL recovering from surgery on right toe
Kevin Durant,Brooklyn Nets,PF,02/12/2014,activated from IL
Kevin Durant,Brooklyn Nets,PF,31/12/2014,activated from IL
Kevin Durant,Brooklyn Nets,PF,26/01/2015,placed on IL with sprained left big toe
Kevin Durant,Brooklyn Nets,PF,31/01/2015,activated from IL
Kevin Durant,Brooklyn Nets,PF,02/02/2015,placed on IL with sprained left big toe
Kevin Durant,Brooklyn Nets,PF,06/02/2015,activated from IL
Kevin Durant,Brooklyn Nets,PF,21/02/2015,placed on IL with right foot injury (out for season)
Kevin Durant,Brooklyn Nets,PF,22/02/2015,surgery on right foot (out for season)
Kevin Durant,Brooklyn Nets,PF,31/03/2015,surgery on right foot to install bone graft (out for season)
Kevin Durant,Brooklyn Nets,PF,11/11/2015,strained left hamstring (DTD)
Kevin Durant,Brooklyn Nets,PF,13/11/2015,placed on IL with strained left hamstring
Kevin Durant,Brooklyn Nets,PF,23/11/2015,activated from IL
Kevin Durant,Brooklyn Nets,PF,04/01/2016,toe injury (DTD)
Kevin Durant,Brooklyn Nets,PF,04/01/2016,placed on IL with sprained right big toe
Kevin Durant,Brooklyn Nets,PF,06/01/2016,activated from IL
Kevin Durant,Brooklyn Nets,PF,29/03/2016,rest (DTD)
Kevin Durant,Brooklyn Nets,PF,06/04/2016,rest (DTD)
Kevin Durant,Brooklyn Nets,PF,25/02/2017,placed on IL with bruised left hand
Kevin Durant,Brooklyn Nets,PF,27/02/2017,activated from IL
Kevin Durant,Brooklyn Nets,PF,01/03/2017,sprained MCL in left knee (out indefinitely)
Kevin Durant,Brooklyn Nets,PF,02/03/2017,placed on IL with sprained MCL in left knee
Kevin Durant,Brooklyn Nets,PF,08/04/2017,activated from IL
Kevin Durant,Brooklyn Nets,PF,19/04/2017,strained left calf (DTD)
Kevin Durant,Brooklyn Nets,PF,24/04/2017,returned to lineup
Kevin Durant,Brooklyn Nets,PF,08/11/2017,placed on IL with bruised left thigh
Kevin Durant,Brooklyn Nets,PF,11/11/2017,activated from IL
Kevin Durant,Brooklyn Nets,PF,19/11/2017,sprained left ankle (DTD)
Kevin Durant,Brooklyn Nets,PF,19/11/2017,placed on IL with sprained left ankle
Kevin Durant,Brooklyn Nets,PF,22/11/2017,activated from IL
Kevin Durant,Brooklyn Nets,PF,24/11/2017,placed on IL with sprained left ankle
Kevin Durant,Brooklyn Nets,PF,29/11/2017,activated from IL
Kevin Durant,Brooklyn Nets,PF,04/01/2018,placed on IL with strained right calf
Kevin Durant,Brooklyn Nets,PF,10/01/2018,activated from IL
Kevin Durant,Brooklyn Nets,PF,16/03/2018,placed on IL with fractured rib
Kevin Durant,Brooklyn Nets,PF,29/03/2018,activated from IL
Kevin Durant,Brooklyn Nets,PF,28/02/2019,placed on IL
Kevin Durant,Brooklyn Nets,PF,02/03/2019,activated from IL
Kevin Durant,Brooklyn Nets,PF,12/03/2019,sprained right ankle (DTD)
Kevin Durant,Brooklyn Nets,PF,13/03/2019,placed on IL with sprained right ankle
Kevin Durant,Brooklyn Nets,PF,18/03/2019,activated from IL
Kevin Durant,Brooklyn Nets,PF,09/04/2019,placed on IL with flu
Kevin Durant,Brooklyn Nets,PF,10/04/2019,activated from IL
Kevin Durant,Brooklyn Nets,PF,09/05/2019,strained right calf (DTD)
Kevin Durant,Brooklyn Nets,PF,10/05/2019,placed on IL with strained right calf
Kevin Durant,Brooklyn Nets,PF,10/06/2019,activated from IL
Kevin Durant,Brooklyn Nets,PF,12/06/2019,torn right Achilles tendon (out for season)
Kevin Durant,Brooklyn Nets,PF,13/06/2019,placed on IL with torn right Achilles tendon (out for season)
Kevin Durant,Brooklyn Nets,PF,17/03/2020,COVID-19 coronavirus (out indefinitely)
Blake Griffin,Brooklyn Nets,PF,12/07/2012,torn meniscus in left knee (out indefinitely)
Blake Griffin,Brooklyn Nets,PF,16/07/2012,surgery on left knee to repair torn meniscus (out indefinitely)
Blake Griffin,Brooklyn Nets,PF,04/02/2013,strained right hamstring (DNP)
Blake Griffin,Brooklyn Nets,PF,06/02/2013,strained left hamstring (DNP)
Blake Griffin,Brooklyn Nets,PF,26/04/2013,placed on IL with strained right hamstring (out for season)
Blake Griffin,Brooklyn Nets,PF,31/03/2014,back spasms (DNP)
Blake Griffin,Brooklyn Nets,PF,08/02/2015,right elbow injury (out indefinitely)
Blake Griffin,Brooklyn Nets,PF,09/02/2015,surgery on right elbow to remove staph infection
Blake Griffin,Brooklyn Nets,PF,25/02/2015,placed on IL recovering from surgery on right elbow to remove staph infection
Blake Griffin,Brooklyn Nets,PF,15/03/2015,activated from IL
Blake Griffin,Brooklyn Nets,PF,26/12/2015,placed on IL with torn left quadriceps tendon
Blake Griffin,Brooklyn Nets,PF,26/01/2016,fractured right hand (off court injury) (out indefinitely)
Blake Griffin,Brooklyn Nets,PF,27/03/2016,activated from IL (CBC)
Blake Griffin,Brooklyn Nets,PF,27/03/2016,placed on IL (P)
Blake Griffin,Brooklyn Nets,PF,28/03/2016,placed on IL (P)
Blake Griffin,Brooklyn Nets,PF,03/04/2016,activated from IL
Blake Griffin,Brooklyn Nets,PF,08/04/2016,rest (DTD)
Blake Griffin,Brooklyn Nets,PF,10/04/2016,returned to lineup
Blake Griffin,Brooklyn Nets,PF,13/04/2016,rest (DTD)
Blake Griffin,Brooklyn Nets,PF,17/04/2016,returned to lineup
Blake Griffin,Brooklyn Nets,PF,26/04/2016,left quadriceps injury (out for season)
Blake Griffin,Brooklyn Nets,PF,27/04/2016,placed on IL with left quadriceps injury (out for season)
Blake Griffin,Brooklyn Nets,PF,29/11/2016,rest (DTD)
Blake Griffin,Brooklyn Nets,PF,01/12/2016,returned to lineup
Blake Griffin,Brooklyn Nets,PF,10/12/2016,sore right knee (DTD)
Blake Griffin,Brooklyn Nets,PF,12/12/2016,returned to lineup
Blake Griffin,Brooklyn Nets,PF,19/12/2016,arthroscopic surgery on right knee (out indefinitely) (date approximate)
Blake Griffin,Brooklyn Nets,PF,20/12/2016,placed on IL with arthroscopic surgery on right knee
Blake Griffin,Brooklyn Nets,PF,24/01/2017,activated from IL
Blake Griffin,Brooklyn Nets,PF,16/03/2017,rest (DTD)
Blake Griffin,Brooklyn Nets,PF,18/03/2017,returned to lineup
Blake Griffin,Brooklyn Nets,PF,22/04/2017,right big toe injury (out for season)
Blake Griffin,Brooklyn Nets,PF,23/04/2017,placed on IL with right big toe injury (out for season)
Blake Griffin,Brooklyn Nets,PF,01/05/2017,surgery on right big toe (out for season)
Blake Griffin,Brooklyn Nets,PF,28/11/2017,sprained MCL in left knee (out indefinitely)
Blake Griffin,Brooklyn Nets,PF,30/11/2017,placed on IL with sprained MCL in left knee
Blake Griffin,Brooklyn Nets,PF,29/12/2017,activated from IL
Blake Griffin,Brooklyn Nets,PF,08/01/2018,placed on IL with concussion
Blake Griffin,Brooklyn Nets,PF,11/01/2018,activated from IL
Blake Griffin,Brooklyn Nets,PF,29/03/2018,placed on IL with bruised right ankle (out for season)
Blake Griffin,Brooklyn Nets,PF,10/01/2019,placed on IL
Blake Griffin,Brooklyn Nets,PF,12/01/2019,activated from IL
Blake Griffin,Brooklyn Nets,PF,18/03/2019,placed on IL
Blake Griffin,Brooklyn Nets,PF,21/03/2019,activated from IL
Blake Griffin,Brooklyn Nets,PF,30/03/2019,sore left knee (DTD)
Blake Griffin,Brooklyn Nets,PF,01/04/2019,placed on IL with sore left knee
Blake Griffin,Brooklyn Nets,PF,05/04/2019,activated from IL
Blake Griffin,Brooklyn Nets,PF,10/04/2019,placed on IL with sore left knee
Blake Griffin,Brooklyn Nets,PF,20/04/2019,activated from IL
Blake Griffin,Brooklyn Nets,PF,22/10/2019,left hamstring injury (out indefinitely)
Blake Griffin,Brooklyn Nets,PF,23/10/2019,placed on IL with left hamstring injury
Blake Griffin,Brooklyn Nets,PF,11/11/2019,activated from IL
Blake Griffin,Brooklyn Nets,PF,23/11/2019,placed on IL with left hamstring injury
Blake Griffin,Brooklyn Nets,PF,25/11/2019,activated from IL
Blake Griffin,Brooklyn Nets,PF,16/12/2019,sore left knee (DTD)
Blake Griffin,Brooklyn Nets,PF,18/12/2019,returned to lineup
Blake Griffin,Brooklyn Nets,PF,20/12/2019,placed on IL with sore left knee
Blake Griffin,Brooklyn Nets,PF,23/12/2019,activated from IL
Blake Griffin,Brooklyn Nets,PF,30/12/2019,sore left knee (DTD)
Blake Griffin,Brooklyn Nets,PF,07/01/2020,surgery on left knee (out indefinitely)
Blake Griffin,Brooklyn Nets,PF,22/01/2020,placed on IL with left knee injury (out for season)
James Harden,Brooklyn Nets,SG,20/02/2012,sprained left ankle (DNP)
James Harden,Brooklyn Nets,SG,13/04/2012,sore right knee (DNP)
James Harden,Brooklyn Nets,SG,24/04/2012,placed on IL with concussion (out for season)
James Harden,Brooklyn Nets,SG,10/12/2012,sprained right ankle (DNP)
James Harden,Brooklyn Nets,SG,30/03/2013,sore right foot (DNP)
James Harden,Brooklyn Nets,SG,01/04/2013,sore right foot (DNP)
James Harden,Brooklyn Nets,SG,13/11/2013,bruised left foot (DNP)
James Harden,Brooklyn Nets,SG,23/11/2013,sore left foot (DNP)
James Harden,Brooklyn Nets,SG,25/11/2013,sore left foot (DNP)
James Harden,Brooklyn Nets,SG,27/11/2013,sore left foot (DNP)
